SystemTime,Timestamp,NowSsceneName,PupilRadiusH,GazePointX,Hitname,HitPointX,HitPointY,HitPointZ,CameraPosX,CameraPosY,CameraPosZ,CarDirX,CarDirY,CarDirZ,CameraDirX,CameraDirY,CameraDirZ,EyeDirX,EyeDirY,EyeDirZ,HeadLocalDirX,HeadLocalDirY,HeadLocalDirZ,EyeLocalDirX,EyeLocalDirY,EyeLocalDirZ,speed,VecX,VecY,VecZ,LocalVecX,LocalVecY,LocalVecZ,Theta,Phi,r,Theta_Head,Phi_Head,r_Head_value_is_1
"=""20190312172856128""","=""1552382936117770""",TestNight_on,3.678083,0.5151032,mcp_road_part_02,-457.0185,-1.934769e-06,366.1057,-476.599,1.109591,367.2164,0.9999666,0,0.0003624569,0.9786869,0.2029608,-0.03129508,3.095612,-0.1753384,-0.1754761,0.03162294,0.2109611,0.9769828000000002,0.05686503,-0.001628365,0.9983805,1,19.58049999999997,-1.109592934769,-1.1107000000000085,1.1142306074090529,-1.109592934769,19.517620367836088,93.24853226226662,86.7326194950931,19.580863391340703,77.82131882557053,88.14609976535456,0.9999999937716469
"=""20190312172856149""","=""1552382936137290""",TestNight_on,3.684853,0.5148152,mcp_road_part_02,-456.7281,-2.033468e-06,366.1062,-476.5936,1.109887,367.2164,0.9999596,0,0.0003926953,0.9788245,0.2024386,-0.03035922,3.095673,-0.17286210000000002,-0.17294310000000002,0.03073487,0.2112263,0.9769539,0.05608351,-0.001585309,0.9984248,1,19.8655,-1.109889033468,-1.1102000000000205,1.1145331598219776,-1.109889033468,19.803438967941553,93.2027438293558,86.77880430168932,19.86580561638368,77.80577441366553,88.19807493669644,1.0000000523854071
"=""20190312172856170""","=""1552382936167546""",TestNight_on,3.667647,0.5144944,mcp_road_part_02,-456.9449,-1.946726e-06,366.1549,-476.5905,1.110248,367.2165,0.9999467,0,0.0003788895,0.979098,0.2012387,-0.02949493,3.095886,-0.17487479999999994,-0.16723629999999998,0.02988302,0.2113345,0.9769569,0.05423179,-0.001550712,0.9985272,1,19.6456,-1.110249946726,-1.0615999999999983,1.0656502421435543,-1.110249946726,19.582834321133657,93.24013016261551,86.88517514267963,19.643209142901167,77.79943149212961,88.24799103639845,1.0000000251160899
"=""20190312172856240""","=""1552382936237818""",TestNight_on,3.668930000000002,0.5141578,mcp_road_part_02,-457.2023,-1.833864e-06,366.2498,-476.5623,1.109621,367.2166,0.9999664,0,0.0005376784,0.9782571,0.2055379,-0.02769606,3.096802,-0.1774218,-0.1545105,0.02822237,0.2135393,0.9765267,0.05028547,-0.001469165,0.9987338,1,19.360000000000014,-1.109622833864,-0.9668000000000349,0.9740179383843172,-1.109622833864,19.296246189385354,93.28697049188943,87.11032958456362,19.35265074296272,77.6701542169226,88.34456886231314,0.9999999653128978
"=""20190312172856261""","=""1552382936257338""",TestNight_on,3.694806,0.5141327,mcp_road_part_02,-456.0217,-2.296011e-06,366.1942,-476.5505,1.109612,367.2167,0.9999691,0,0.0006390043,0.9782841999999998,0.2054154,-0.02765422,3.0975040000000003,-0.16732979999999995,-0.15417479999999995,0.02827023,0.2130819,0.9766253,0.05027652,-0.001390637,0.9987344,1,20.52879999999999,-1.109614296011,-1.0224999999999795,1.0326088076602398,-1.109614296011,20.468490176288945,93.09908219292582,87.11195060072073,20.524536899340912,77.69697961262568,88.34193044060981,1.0000000393059758
"=""20190312172856284""","=""1552382936277834""",TestNight_on,3.661825,0.514069,mcp_road_part_02,-456.1855,-2.22277e-06,366.2111,-476.5411,1.109976,367.2168,0.9999602,0,0.0006855086,0.9785995,0.2038936,-0.02776191,3.097717,-0.16878220000000002,-0.1529541,0.02843038,0.212601,0.9767254,0.04992611,-0.001395605,0.9987519,1,20.35559999999998,-1.10997822277,-1.0056999999999905,1.0166386881586236,-1.10997822277,20.29470735681883,93.1266457363405,87.13223476748169,20.350448461304254,77.72517867595435,88.33271360778868,0.9999999893565521
"=""20190312172856307""","=""1552382936297353""",TestNight_on,4.032906,0.514053,mcp_road_part_02,-456.7984,-1.971466e-06,366.2493,-476.5274,1.109856,367.217,0.9999647,0,0.0007817614,0.9784278,0.2047184,-0.0277409,3.0975650000000003,-0.17415139999999998,-0.1517944,0.02849546,0.2129095,0.9766563,0.0496471,-0.0014375879999999998,0.9987658,1,19.728999999999985,-1.109857971466,-0.9676999999999794,0.9800296149932732,-1.109857971466,19.666150469826718,93.22606271855965,87.14712096578926,19.721808159115536,77.7070887440597,88.32878101708083,0.9999999873802758
"=""20190312172856328""","=""1552382936317850""",TestNight_on,3.672982,0.5139941,mcp_road_part_02,-456.5272,-2.072642e-06,366.231,-476.5101,1.109577,367.2171,0.999974,0,0.0009384649,0.9780761,0.2064225,-0.02751705,3.097778,-0.1719018,-0.15270999999999998,0.02841517,0.2134299,0.9765451,0.05009583,-0.001440056,0.9987434,1,19.98290000000004,-1.109579072642,-0.9861000000000216,1.0017721502122647,-1.109579072642,19.920695781091407,93.18405487146164,87.1211344003527,19.97670727527885,77.67657120134493,88.33329759430563,1.0000000382170737
"=""20190312172856350""","=""1552382936347130""",TestNight_on,3.684063,0.5139347,mcp_road_part_02,-455.89,-2.349766e-06,366.2096,-476.492,1.109467,367.2173,0.9999786,0,0.00110312,0.9777498,0.2080489,-0.02684899,3.098206,-0.1667156,-0.1513672,0.02790498,0.2143675,0.9763544,0.0498265,-0.001398108,0.9987569,2,20.601999999999975,-1.109469349766,-1.0076999999999998,1.0274537385354856,-1.109469349766,20.541445917186834,93.08776053276459,87.13653347888601,20.597028518492962,77.62157759649295,88.36288702989573,1.0000000136822051
"=""20190312172856372""","=""1552382936367626""",TestNight_on,3.70909,0.5138842,mcp_road_part_02,-455.317,-2.597919e-06,366.1964,-476.4771,1.109795,367.2175,0.9999716,0,0.001202249,0.9779348,0.2072551,-0.0262559,3.0987240000000003,-0.1623578,-0.1493835,0.02742375,0.2145324,0.9763318,0.04928392,-0.001352399,0.9987839,2,21.16010000000005,-1.109797597919,-1.0210999999999901,1.0436754480295136,-1.109797597919,21.10094833614205,93.00700994674631,87.16839710375582,21.155872230510898,77.61190428244149,88.39106735691398,0.9999999982025313
