SystemTime,Timestamp,NowSsceneName,PupilRadiusH,GazePointX,Hitname,HitPointX,HitPointY,HitPointZ,CameraPosX,CameraPosY,CameraPosZ,CarDirX,CarDirY,CarDirZ,CameraDirX,CameraDirY,CameraDirZ,EyeDirX,EyeDirY,EyeDirZ,HeadLocalDirX,HeadLocalDirY,HeadLocalDirZ,EyeLocalDirX,EyeLocalDirY,EyeLocalDirZ,speed,VecX,VecY,VecZ,LocalVecX,LocalVecY,LocalVecZ,Theta,Phi,r,Theta_Head,Phi_Head,r_Head_value_is_1
"=""20190312163953698""","=""1552379993696686""",Testhuanghun_off,4.89189,0.5086699,mcp_road_part_02,-458.92,-1.08857e-06,366.8541,-476.6061,1.109573,367.2174,0.9999695,0,0.001093755,0.9972653,0.07362725,-0.006427739,3.02124,-0.189456,-0.06195068,0.00747697,0.08135124,0.9966574,0.02154983,-0.0007434551,0.9997675,1,17.68610000000001,-1.1095740885699998,-0.3632999999999811,0.38114508999282937,-1.1095740885699998,17.616384262164345,93.60319268609949,88.76055164627655,17.655407690276746,85.33376049670554,89.57017247054455,0.9999999511523381
"=""20190312163953722""","=""1552379993716206""",Testhuanghun_off,4.885855,0.5094895,mcp_road_part_02,-459.4329,-9.181942e-07,366.8384,-476.5927,1.109502,367.2179,0.9999752,0,0.001540417,0.9971658,0.07494199,-0.006680398000000001,3.022217,-0.1952661,-0.06668091,0.008174131999999999,0.08182221,0.9966134,0.02354598,-0.0008591852,0.9997224,1,17.15979999999996,-1.1095029181942,-0.3795000000000073,0.4042442880232583,-1.1095029181942,17.08779374342119,93.71393878719608,88.6448120439176,17.128546499559892,85.30668577556123,89.53007579148954,0.9999999797713985
"=""20190312163953743""","=""1552379993736702""",Testhuanghun_off,4.870778,0.5101982,mcp_road_part_02,-460.2128,-4.677016e-06,366.82,-476.5811,1.109614,367.2184,0.9999741,0,0.0017763470000000004,0.9971793,0.07470638,-0.0072477140000000015,3.023438,-0.2047931,-0.07342529,0.008990954,0.08168343,0.9966178,0.02599046,-0.0009992672,0.9996617,1,16.368299999999973,-1.109618677016,-0.398399999999981,0.4255214987860229,-1.109618677016,16.29273621325535,93.89479527417512,88.50393178283159,16.33602079666386,85.31466422414343,89.48312207210282,1.0000000296336171
"=""20190312163953765""","=""1552379993756225""",Testhuanghun_off,4.869445,0.5107328,mcp_road_part_02,-461.229,-4.242159e-06,366.8137,-476.5649,1.109473,367.219,0.999979,0,0.002168429,0.9971219,0.07538214,-0.00807686,3.024323,-0.2185911,-0.07971191,0.01021224,0.0814824,0.9966224,0.02843567,-0.001182618,0.9995949,1,15.335899999999981,-1.109477242159,-0.4053000000000111,0.43627270122324574,-1.109477242159,15.255197925765707,94.15797929631157,88.36188469205909,15.301710276141934,85.32622049699987,89.41291930230582,0.999999939768667
"=""20190312163953788""","=""1552379993776717""",Testhuanghun_off,4.892663,0.5112081,Kooper,-475.8117,1.052615,367.1973,-476.5452,1.109292,367.2196,0.999984,0,0.002711941,0.9970495,0.07630288,-0.008397507,3.0252380000000003,-0.2290531,-0.08590698,0.01107174,0.08128563,0.9966294,0.03099969,-0.001376646,0.9995185,2,0.7335000000000491,-0.05667700000000009,-0.02230000000002974,0.024145124964379733,-0.05667700000000009,0.7290877989004486,94.44262907048224,88.10323482623775,0.7316859216180441,85.33753262135617,89.3635167903567,1.000000049007741
"=""20190312163953811""","=""1552379993805998""",Testhuanghun_off,6.029694,0.5119213,Kooper,-475.8016,1.0508,367.1974,-476.5226,1.109183,367.2202,0.9999864,0,0.003358928,0.9969774,0.07728562,-0.007954473,3.026306,-0.2382617,-0.08935547,0.01126846,0.08130514,0.9966255,0.03275904,-0.00155128,0.9994621,2,0.7210000000000036,-0.058383000000000074,-0.022799999999961074,0.025057540679764442,-0.058383000000000074,0.7162277659059144,94.65730075785947,87.99629940195581,0.7190401015857846,85.33641058522605,89.35220633110774,0.9999999456157191
"=""20190312163953833""","=""1552379993826494""",Testhuanghun_off,4.698035,0.5123934,Kooper,-475.783,1.0486719999999998,367.1975,-476.5002,1.109233,367.2209,0.9999853,0,0.003833363,0.9969127,0.07806993,-0.008380644,3.027588,-0.2477767,-0.09280396,0.01217483,0.08190252,0.996566,0.03434223,-0.001715736,0.9994087,2,0.7171999999999912,-0.06056100000000009,-0.02339999999998099,0.025964201522412352,-0.06056100000000009,0.7120334425161571,94.85829785958964,87.91164257462769,0.715075798599775,85.30206904862489,89.30006474782175,1.0000000208119395
"=""20190312163953846""","=""1552379993836254""",Testhuanghun_off,4.878032,0.5126109000000001,Kooper,-475.7636,1.047785,367.1973,-476.4863,1.109247,367.2214,0.9999849,0,0.004091445,0.9969018,0.07820782,-0.008393137,3.028198,-0.2524084,-0.09738159,0.01244776,0.08190109,0.9965627,0.03609152,-0.001841535,0.9993468,2,0.7227000000000317,-0.06146199999999991,-0.02410000000003265,0.026862633352913248,-0.06146199999999991,0.7174123200951097,94.89326316607551,87.85563088324426,0.7205411962815874,85.30215104279077,89.28437315072823,0.9999999751517477
"=""20190312163953859""","=""1552379993856750""",Testhuanghun_off,4.885211,0.5128869,Kooper,-475.7417,1.046664,367.1968,-476.4702,1.109221,367.2219,0.9999847,0,0.004404538,0.9968639,0.07865520000000001,-0.008718019,3.028534,-0.2551056,-0.09860229,0.0130844,0.08202751,0.9965442,0.03679667,-0.001916886,0.9993209,2,0.7284999999999968,-0.06255699999999997,-0.025100000000009004,0.028101510555081415,-0.06255699999999997,0.7230570062390307,94.94105603459326,87.77432761104366,0.7263019395649628,85.29488350632434,89.24776259546476,1.0000000282368997
"=""20190312163953879""","=""1552379993866509""",Testhuanghun_off,4.8321489999999985,0.5130654,Kooper,-475.7176,1.044081,367.1966,-476.4448,1.109122,367.2226,0.9999841,0,0.0049518290000000005,0.9968364,0.07896059,-0.009083303,3.029266,-0.26224040000000004,-0.1016541,0.01399157,0.08163638,0.996564,0.0383254,-0.002083099,0.9992632,3,0.7271999999999821,-0.0650409999999999,-0.02600000000001046,0.029366048516009838,-0.0650409999999999,0.7212996155068653,95.14829582349593,87.66862215650009,0.7248212412842192,85.31736904589194,89.19563094521399,1.000000034333284
