starttime_shike,endtime_shike,duration,FixationVecX,FixationVecY,FixationVecZ,startTime_shijian,FixationHitName,Average_CarSpeed_In_This_Fixation,Theta,Phi,r
1551603748005884.0,1551603748145453.0,0.139569,0.4906021887400999,2.3203965714285717,317.40816722596315,0.0,Building 07 (16),1.5,89.58115002397776,89.91144080287674,317.41702782380986
1551603748265501.0,1551603748395460.0,0.129959,0.0466986294752189,-0.14438441249999998,0.6534144424672155,0.259617,Kooper,4.0,102.42965622247878,85.91210017434605,0.6708040356114265
1551603748415956.0,1551603748595541.0,0.179585,0.047363471044244015,-0.15268606363636364,0.6353420378407375,0.41007200000000005,Kooper,6.0,103.4770975311959,85.73660101533049,0.6551456612584317
1551603748606278.0,1551603748715588.0,0.10930999999999999,0.04577778490345591,-0.1511418,0.6397176973588533,0.600394,Kooper,6.666666666666668,103.26041842789186,85.90692806032064,0.6589219844655515
1551603748755604.0,1551603749006223.0,0.250619,1.5294533003899389,-1.169926076923077,58.4338991659374,0.7497199999999999,Plane_01,9.071428571428571,91.14659354945687,88.50067825326836,58.46561832528993
1551603749025744.0,1551603749545952.0,0.520208,9.637250566426182,-1.17018415,67.43935692486131,1.01986,Plane_01,12.48,90.98408134014205,81.86735264346513,68.13451982559086
1551603749566449.0,1551603749715777.0,0.149328,13.436998481688196,-1.1698582222222222,75.24923039767525,1.560565,Plane_01,15.8,90.87680704752464,79.87559700052563,76.4484674267536
1551603749785567.0,1551603750135545.0,0.349978,2.348046023557887,-1.1193324003133078,144.9709065343009,1.7796830000000001,mcp_road_part_02,19.315789473684212,90.4423186667972,89.07208026632019,144.9942411495303
1551603750146280.0,1551603750655583.0,0.509303,6.350083044061804,-1.120268740898,118.43842933894541,2.140396,mcp_road_part_02,23.28,90.54114791138123,86.93102197956345,118.61382761295026
1551603750706335.0,1551603751236304.0,0.5299689999999999,1.4817749943308949,-1.12057294515537,67.58745857646886,2.7004509999999997,mcp_road_part_02,26.24242424242424,90.94962585767415,88.74405908048045,67.61298616157352
1551603751455904.0,1551603751556432.0,0.10052799999999999,21.940120962159227,-0.7261274000000001,76.22911697857356,3.45002,Floor 01,27.0,90.5244697443577,73.94322285489983,79.32700955014163
1551603751646293.0,1551603751816118.0,0.169825,23.90165308508936,-1.1709726,70.95672151939556,3.6404089999999996,Plane_01,27.0,90.89598715829034,71.38398772935184,74.88335279493677
1551603751926238.0,1551603752076542.0,0.150304,-2.5662335890112726,-1.1210265428300907,99.56320360181202,3.920354,mcp_road_part_02,28.0,90.64487733480165,91.47646721845167,99.60257911720446
1551603752086302.0,1551603752345918.0,0.25961599999999996,-1.9093641529380772,-1.1206378089196252,109.40526914101136,4.080418,mcp_road_part_02,28.176470588235286,90.58677060965388,90.9998366947747,109.42766750865357
1551603752366415.0,1551603752526478.0,0.160063,16.857312594381707,10.92367425,268.0913570229618,4.360531,Building 07 (16),28.0,87.67130572017155,86.40203634878374,268.8428376532245
1551603752545998.0,1551603752786095.0,0.24009699999999998,18.854643299977678,13.313725571428574,268.9642347028697,4.540114,Building 07 (16),28.0,87.17309888061052,85.99007236876689,269.9527966364881
1551603752795855.0,1551603753115983.0,0.320128,12.378229174887695,10.897776384615383,261.38118706338713,4.7899709999999995,Building 07 (16),28.380952380952376,87.61521705877213,87.28866938061266,261.90094890683474
1551603753125743.0,1551603753406115.0,0.28037199999999995,15.71976563921208,6.155239352941176,258.9333698525463,5.119859,Building 07 (16),29.0,88.64075041443436,86.5258547545672,259.48311703546204
1551603753426610.0,1551603753596434.0,0.169824,17.871149074042503,3.709286909090909,265.51450927502987,5.420726,Building 07 (16),29.0,89.20142602357846,86.14936543367439,266.14111184512717
1551603753695987.0,1551603753806274.0,0.11028699999999998,-21.801765618991915,4.869229714285715,142.32163214510373,5.690103,Building 15 (24),29.0,88.06308858017731,98.70924218793255,144.06412932635993
1551603753825795.0,1551603754056131.0,0.230336,-21.67246813605677,5.427517923076924,128.29358625671142,5.819911,Building 15 (24),29.0,87.61132370763556,99.5883776273019,130.22441437964684
1551603754145923.0,1551603754276707.0,0.13078399999999998,-25.540285111756333,5.603159571428572,95.11840033678406,6.140039,Building 07 (13),29.0,86.74383828811646,105.0299996773189,98.64690387134013
1551603754356739.0,1551603754486547.0,0.12980799999999998,0.8457776925575159,-1.0709515913975711,15.459487071242751,6.350855,mcp_road_part_02,29.0,93.95691935325372,86.8685099024072,15.519601081286423
1551603755496329.0,1551603755795961.0,0.299632,-0.3871827963753122,-1.0954141672810669,38.00427730566487,7.490444999999999,mcp_road_part_02,26.22727272727273,91.65091896613376,90.58370199993043,38.02203224765298
1551603757656354.0,1551603757875954.0,0.2196,-0.6991261045331112,-1.170803363636364,64.40903426984876,9.65047,Plane_01,26.466666666666665,91.0413252567029,90.62189105204179,64.42346818823785
1551603757896450.0,1551603758066276.0,0.169826,-1.1972407505246594,-1.1707793333333336,84.41909279557889,9.890566,Plane_01,27.0,90.79448461627773,90.81252050144323,84.43569942915519
1551603758076035.0,1551603758356146.0,0.280111,6.938440733359363,-1.10049820040045,125.23228889323907,10.070151,mcp_road_part_02,28.0,90.50271165909467,86.82879434397648,125.4291801676911
1551603759826676.0,1551603759936965.0,0.11028900000000001,0.6401320502879095,-1.12117815981363,19.07650898079596,11.820791999999999,mcp_road_part_02,32.0,93.36167128790234,88.07810181627094,19.12014655807423
1551603759946724.0,1551603760156452.0,0.20972800000000003,0.6828470220761931,-1.1713283636363636,26.849693011109096,11.94084,Plane_01,32.0,92.4971604896473,88.54315576269758,26.88390419901503
