starttime_shike,endtime_shike,duration,FixationVecX,FixationVecY,FixationVecZ,startTime_shijian,FixationHitName,Average_CarSpeed_In_This_Fixation,Theta,Phi,r
1578729653698623.0,1578729654639384.0,0.9407610000000001,0.7586202995649259,-1.1039339280127292,24.607230202879954,0.0,mcp_road_part_02,3.333333333333333,92.56747290199708,88.23417839307935,24.64365949151743
1578729654879480.0,1578729655129335.0,0.24985500000000002,3.396478116885977,-1.1539544545454543,55.64867502932098,1.180857,Plane_01,5.583333333333332,91.18573340390473,86.5073246637246,55.764170459181244
1578729655148856.0,1578729655479720.0,0.330864,3.8638161611247246,-1.1529716666666667,59.74772284384283,1.4502329999999999,Plane_01,8.5625,91.10321461157868,86.29990045161436,59.88362717818422
1578729655509000.0,1578729655859384.0,0.35038400000000003,4.71156891571699,-1.15265125,60.07570583120965,1.8103770000000001,Plane_01,12.823529411764708,91.09581483242562,85.51563205394629,60.27120305477331
1578729655888664.0,1578729655998953.0,0.11028900000000001,2.722596448022649,-1.1520071666666667,48.29158320617006,2.190041,Plane_01,16.166666666666668,91.36437941665994,86.77317837827204,48.38198694234542
1578729656019056.0,1578729656379699.0,0.360643,1.7394727421687408,-1.1518808181818179,49.39091357754942,2.320433,Plane_01,19.352941176470583,91.33516619410926,87.98296358263497,49.4349566487622
1578729656399217.0,1578729656578801.0,0.179584,2.8518783835998103,-1.1524402,148.78342160966966,2.7005939999999997,Plane_01,22.88888888888889,90.44370879757791,88.90188983458579,148.81521385466652
1578729656599298.0,1578729656738866.0,0.139568,-3.373400869959726,-1.1529601999999999,51.25125776388072,2.900675,Plane_01,24.66666666666667,91.28594015099296,93.7658243103132,51.375096817738196
1578729656829634.0,1578729657029714.0,0.20008,0.09097285338289796,-0.0727442499999999,0.6235109477572435,3.131011,Kooper,26.6,96.58543919563353,81.6988804017801,0.6342977912099528
1578729657159521.0,1578729657289330.0,0.12980899999999998,0.7573703864955388,-1.15330775,36.3381853263571,3.4608980000000003,Plane_01,29.0,91.81745891671066,88.80599858118143,36.36437049477448
1578729657319585.0,1578729657468913.0,0.149328,2.1292224603326093,-1.10343832913825,79.19133471995633,3.6209620000000005,mcp_road_part_02,30.0,90.79800944111254,88.45985578623416,79.2276382278303
1578729657899449.0,1578729658009331.0,0.109882,24.231918840712233,9.6570418,77.17995612461243,4.200826,Tree 04 (23),30.0,83.19235441413016,72.56945981583561,81.46895098396021
1578729658159320.0,1578729658279368.0,0.120048,37.05964911397237,8.462582000000001,178.1607766901375,4.460697,Building 03,30.75,87.33742126308776,78.2493359280599,182.1710603729103
1578729658829766.0,1578729658949796.0,0.12003,-0.0807745560556837,-1.1144349999999998,14.558872614262832,5.131143,Plane_01,31.33333333333333,94.37720493977928,90.3178813216578,14.601686946940864
1578729659009332.0,1578729659149875.0,0.140543,-0.03351995528350995,-1.1063398333333334,15.745037170687842,5.310708999999999,Plane_01,32.0,94.01932650834748,90.12197805853926,15.783893908683119
1578729659299203.0,1578729660029251.0,0.7300479999999999,-0.8075445975082081,-1.0545445251271002,45.23623323098162,5.60058,mcp_road_part_02,30.484848484848484,91.33522144965102,91.02271961632742,45.25572880155844
1578729660249401.0,1578729660629925.0,0.380524,27.650817220437368,10.811062499999998,79.50502389140975,6.550778,Tree 04 (24),28.66666666666667,82.6813470487251,70.82298757942237,84.86751786938615
1578729660819725.0,1578729661509240.0,0.689515,0.1193828433371504,-1.0551681773181594,28.366521879810637,7.1211020000000005,mcp_road_part_02,29.09375,92.13026778571438,89.75886741721885,28.386391029919317
1578729661529739.0,1578729661879143.0,0.349404,0.4359048006730062,-1.07889660148718,48.13396206786447,7.831116000000001,mcp_road_part_02,31.5625,91.28398611955194,89.48113927171603,48.14802524738233
1578729662549215.0,1578729662689760.0,0.140545,-0.27458421101179203,-1.101675699740429,1.2861531781060849,8.850592,mcp_road_part_02,35.42857142857143,129.9525260703645,102.05130400823504,1.715597806564206
1578729662920095.0,1578729663029200.0,0.109105,-0.2722432764053922,-1.1016268790883332,1.218042622521624,9.221472,mcp_road_part_02,37.0,131.43309796699904,102.59903646457222,1.6647300119110005
1578729663229540.0,1578729663700009.0,0.47046899999999997,0.07972301473716936,-1.1023928509966499,3.5758099939328623,9.530917,mcp_road_part_02,38.333333333333336,107.13009303432368,88.72279688556318,3.742732006131008
1578729663809321.0,1578729663929369.0,0.120048,0.8753764153169415,-1.104305576403,20.817452331550538,10.110698,mcp_road_part_02,39.0,93.03385304853538,87.59212401129457,20.865092768807592
1578729663999646.0,1578729664249497.0,0.24985100000000002,17.362318719604207,0.6016813333333335,113.28740813602816,10.301022999999999,Floor 01,39.0,89.6992109015236,81.28670233908163,114.61173139747527
1578729664289513.0,1578729664579385.0,0.28987199999999996,-0.922290788159648,-1.1038919817242214,16.485551949707524,10.59089,mcp_road_part_02,38.0,93.82491080940503,93.20209731752726,16.548190864615524
1578729664599881.0,1578729665429898.0,0.830017,-1.113264772410831,-1.1044612206315,19.391543071566307,10.901258,mcp_road_part_02,37.230769230769226,93.25445899769429,93.28573309076974,19.45484864340458
1578729666471366.0,1578729666761238.0,0.28987199999999996,2.2425763672011305,-1.1371899285714286,16.631494720838187,12.772743,Plane_01,33.92857142857143,93.87657623780517,82.32060431963066,16.820492452530686
1578729666780757.0,1578729667271216.0,0.49045900000000003,2.003772680175479,-1.110053,18.821573017667404,13.082134,Plane_01,32.8,93.35634004281658,83.92309568710905,18.96045710092487
1578729667290736.0,1578729667581198.0,0.290462,-1.0421147061271758,-1.1039165000000002,13.225160596287148,13.592113000000001,Plane_01,32.0,94.75679423988436,94.50547673622654,13.312006140972331
1578729667611454.0,1578729667721469.0,0.11001500000000002,-16.505539727653677,4.299325400000002,132.2381978644525,13.912831,Building 07 (16),32.0,88.15218486824139,97.11467718928795,133.33363422270588
1578729667761485.0,1578729667941219.0,0.179734,0.4374272276553121,0.030777811428571424,3.0252838695398188,14.062861999999999,FAR,32.0,89.42311852227265,81.77259506270609,3.056899138746381
1578729668151059.0,1578729668261348.0,0.11028900000000001,0.032779179484296116,-0.0716538166666667,0.4863214889523115,14.452435999999999,Kooper,32.166666666666664,98.36285767148745,86.14396590438079,0.4926635105905015
1578729668560979.0,1578729668681027.0,0.120048,4.384188073761971,-1.0542124594222857,21.33410958002798,14.862356,mcp_road_part_02,33.0,92.77112098039518,78.38731038327482,21.805428235839802
1578729668701524.0,1578729669010915.0,0.30939099999999997,4.619956719637235,-1.0542765435530668,21.086828321710364,15.002901000000001,mcp_road_part_02,33.0,92.7960186264898,77.64221029455823,21.612723747618986
1578729669130963.0,1578729669300791.0,0.169828,-0.002129110256578682,-0.0760812555555556,0.5353294309009813,15.43234,Kooper,32.888888888888886,98.08866933798544,90.22787536341795,0.5407129461610504
1578729669891053.0,1578729670001342.0,0.11028900000000001,0.11704729658086092,-0.07092300000000003,0.5772999273932948,16.192429999999998,Kooper,33.0,96.86554296385056,78.53866983306243,0.5933003857526064
1578729670021836.0,1578729670411260.0,0.389424,3.4058191641889626,-1.1046783059160583,16.232169512670445,16.323213,mcp_road_part_02,32.77777777777778,93.81053246395471,78.1501483798538,16.622371835174015
1578729670541068.0,1578729670651357.0,0.11028900000000001,-0.0009628372683433604,-0.07713916666666669,0.5858131589683816,16.842445,Kooper,32.0,97.50147063468431,90.09417074593505,0.5908709125605588
1578729670721629.0,1578729670881692.0,0.160063,-0.0047133252829732256,-0.07912285714285712,0.5383806548369899,17.023006,Kooper,31.857142857142854,98.36028166266404,90.50159073284411,0.5441841337822871
1578729670950989.0,1578729671061277.0,0.11028800000000001,0.00721399889907497,-0.06858699999999995,0.5646421703036731,17.252366000000002,Kooper,31.0,96.9252199551028,89.26801570161713,0.5688382888258824
1578729671111558.0,1578729671360945.0,0.249387,0.01884197490888497,-0.062031000000000065,0.5068374467584693,17.412935,Kooper,31.0,96.97286580692368,87.8709767195256,0.510966791891715
1578729671831807.0,1578729671961184.0,0.129377,3.3134923653808417,-1.1040360203178572,12.596833180238958,18.133184,mcp_road_part_02,30.0,94.84484674446638,75.26266383472829,13.072043962608356
