starttime_shike,endtime_shike,duration,FixationVecX,FixationVecY,FixationVecZ,startTime_shijian,FixationHitName,Average_CarSpeed_In_This_Fixation,Theta,Phi,r
1551765116979942.0,1551765117199279.0,0.21933699999999998,0.11788634019185727,-0.15163236363636362,0.6433307120227171,0.0,Kooper,2.1818181818181817,103.05278100930958,79.61610741097172,0.6713895798546748
1551765117219769.0,1551765117550160.0,0.330391,0.03971052804667902,-0.14439648823529413,0.6315674504082475,0.23982699999999998,Kooper,5.882352941176472,102.8537586524235,86.40219833408327,0.649079899756267
1551765117699997.0,1551765117839565.0,0.139568,0.01912958686465452,-0.05109674999999997,0.6211732189883814,0.720055,Kooper,10.5,94.70025676481902,88.23608252397732,0.6235647415806659
1551765117909837.0,1551765118020126.0,0.11028900000000001,19.475095621344554,1.4346146666666666,108.57131429644005,0.929895,Floor 01,12.666666666666664,89.25485380714196,79.83065671995526,110.31349761819129
1551765118039645.0,1551765118229965.0,0.19032000000000002,20.855578004892735,2.3957125,111.29218889414473,1.059703,Wall Small 03 (21),15.2,88.7879147325009,79.38616738132772,113.25478303873444
1551765118449565.0,1551765118899502.0,0.449937,-0.76017979962385,-1.1073654728946625,20.36479219193752,1.469623,mcp_road_part_02,21.294117647058822,93.11031495530153,92.13775229971343,20.409039483501292
1551765119339978.0,1551765119689390.0,0.349412,-0.5871920075116449,-1.1581708888888889,21.789680213034984,2.360036,Plane_01,30.722222222222218,93.04143539708033,91.54364281480191,21.828337500778282
1551765119969499.0,1551765120070027.0,0.10052799999999999,0.25621694123161143,0.07317097399999999,3.014656899838738,2.989557,FAR,32.0,88.61459730202579,85.14208231771732,3.026409974896908
1551765120089547.0,1551765120239851.0,0.150304,27.723666523057837,12.663750222222225,286.8582227577165,3.1096049999999997,Building 18 (9),33.3,87.48394840418892,84.47974332242808,288.47289685321954
1551765120270107.0,1551765120390155.0,0.120048,0.2286316309732009,0.15501575,3.003867236223408,3.290165,FAR,34.0,87.05435414480202,85.64747100085468,3.016541177952985
1551765120399915.0,1551765120569740.0,0.169825,0.18634107189505356,0.13545729999999995,3.0102222956848577,3.419973,FAR,34.4,87.4283953142658,86.45775300278174,3.019024667775423
1551765120590236.0,1551765120909454.0,0.319218,-5.554070809762392,9.9843146875,269.5535507518352,3.610294,Building 07 (16),36.25,87.87917295303704,91.18039548201422,269.7955725456981
1551765120939709.0,1551765121150055.0,0.210346,-7.7855746859818575,5.464914555555557,272.21099351831674,3.959767,Building 07 (16),38.4,88.85035303255907,91.6382842900886,272.37713827801264
1551765121169575.0,1551765121449687.0,0.28011199999999997,10.156289360235665,12.19647925,262.7615071804799,4.189633000000001,Building 07 (16),40.75,87.34441591908573,87.78649851802757,263.24041098475345
1551765121470183.0,1551765121760055.0,0.28987199999999996,0.569548881424724,-1.057999360512172,34.4195651561443,4.490241,mcp_road_part_02,43.055555555555564,91.76038039108202,89.0519993768349,34.44053155967892
1551765121779576.0,1551765121889879.0,0.110303,0.4559044287265254,-1.0578336747563999,24.11024191504179,4.799633999999999,mcp_road_part_02,44.0,92.51178511692129,88.91671402151755,24.137742772128032
1551765121910359.0,1551765122049928.0,0.139569,0.2604432189848257,0.030930596666666667,3.0317848229944864,4.930416999999999,FAR,44.0,89.41762726295002,85.09010262088593,3.0431080468930185
1551765122780257.0,1551765122990097.0,0.20984,3.8570828683303113,-1.0667074183981666,136.7997537360216,5.800315,mcp_road_part_02,41.2,90.44658206937427,88.38496758523385,136.85827550866549
1551765122999857.0,1551765123110145.0,0.11028800000000001,-0.15925689120199032,-1.0812718500767142,18.68544900056085,6.019915,mcp_road_part_02,41.0,93.3117244593587,90.48832258652973,18.717385392295693
1551765123279969.0,1551765123470289.0,0.19032000000000002,7.870518533460308,-1.096837427801692,62.48575660952086,6.300027,mcp_road_part_02,40.42857142857143,90.99775043090042,82.82100145490435,62.98902994484713
1551765123489813.0,1551765123669901.0,0.180088,14.040536262742929,-1.1584164166666666,101.7804020845213,6.5098709999999995,Plane_01,40.0,90.64596841701486,82.1456591267984,102.75080941591959
1551765123690396.0,1551765123929517.0,0.239121,3.7635507307657385,-1.1089182480795878,41.84766420618608,6.7104539999999995,mcp_road_part_02,39.444444444444436,91.51182270369351,84.86095550209856,42.03119095740304
1551765123940253.0,1551765124140099.0,0.199846,7.879561230460392,-1.1589904615384616,76.95553553377475,6.960311,Plane_01,39.0,90.85835201495001,84.15379623602644,77.36656379447506
1551765124149857.0,1551765124259747.0,0.10989000000000002,48.07819166755532,-1.2090141428571428,446.9651479102468,7.169915,Plane_01 (1),38.888888888888886,90.15409240965813,83.8605361504284,449.5451230695853
1551765124280242.0,1551765124510421.0,0.230179,4.671061814119839,-1.1590869285714285,67.94811314878528,7.3003,Plane_01,38.0,90.97497962018964,86.06741506444297,68.1183410063651
1551765124519715.0,1551765124870098.0,0.350383,-0.41639985874938384,-1.1091060450401933,28.988015504758163,7.539772999999999,mcp_road_part_02,37.875,92.19089051942942,90.82297160847202,29.012213772230673
1551765125730463.0,1551765126210488.0,0.480025,-0.6601948347086141,-1.1091775131696722,14.895561748025735,8.750521,mcp_road_part_02,34.916666666666664,94.25443064509294,92.53777861714036,14.9513842758704
1551765126230008.0,1551765126399832.0,0.169824,2.1549624831215826,-1.159378533333333,34.87035359798582,9.250066,Plane_01,34.0,91.90066007798347,86.46365987258594,34.956109364970494
1551765126410568.0,1551765126689705.0,0.27913699999999997,2.945315851368952,-1.1593377272727272,37.40935572321345,9.430626,Plane_01,33.90909090909091,91.76958882740772,85.49827127820949,37.54302658358974
