SystemTime,Timestamp,NowSsceneName,PupilRadiusH,GazePointX,Hitname,HitPointX,HitPointY,HitPointZ,CameraPosX,CameraPosY,CameraPosZ,CarDirX,CarDirY,CarDirZ,CameraDirX,CameraDirY,CameraDirZ,EyeDirX,EyeDirY,EyeDirZ,HeadLocalDirX,HeadLocalDirY,HeadLocalDirZ,EyeLocalDirX,EyeLocalDirY,EyeLocalDirZ,speed,VecX,VecY,VecZ,LocalVecX,LocalVecY,LocalVecZ,Theta,Phi,r,Theta_Head,Phi_Head,r_Head_value_is_1
"=""20190312150945599""","=""1552374585590542""",Testhuanghun_off,5.285324,0.5517075,Kooper,-475.9074,0.98085,367.1255,-476.5964,1.10972,367.2149,0.9999701,0,-0.0002465505,0.997699,0.06739049,0.007447324,3.046173,-0.5612128000000001,-0.3887024000000001,-0.007684624,0.07510765,0.9971458,0.12427839999999996,-0.01126312,0.9921834,1,0.6890000000000214,-0.12887000000000004,-0.08940000000001191,0.08626231338866695,-0.12887000000000004,0.6661050580133127,100.86110872979609,82.62111693251256,0.6839185711194595,85.6925922703361,90.44154807246764,0.9999999794960917
"=""20190312150945622""","=""1552374585610377""",Testhuanghun_off,5.475006,0.551582,Kooper,-475.8856,0.980522,367.1245,-476.5831,1.109661,367.2148,0.999976,0,-0.0003050787,0.9976216999999998,0.06851345,0.0075664780000000015,3.04718,-0.5538303000000001,-0.3868103,-0.007862733,0.07543430000000001,0.9971198,0.1236385,-0.01104621,0.9922658,1,0.6974999999999909,-0.12913900000000011,-0.09030000000001336,0.08714907166175584,-0.12913900000000011,0.6747781781484571,100.74709967622057,82.64086233536463,0.6925297334539917,85.67382355926578,90.45179333442003,1.000000025869379
"=""20190312150945644""","=""1552374585640633""",Testhuanghun_off,5.360131,0.5521396,Kooper,-475.8753,0.9822053,367.1251,-476.5711,1.109844,367.2147,0.999975,0,-0.0003378507,0.9975849,0.06899485,0.008020289,3.04776,-0.5488824000000001,-0.3853455,-0.008350649,0.07603816,0.99707,0.1231568,-0.01089867,0.9923274,1,0.6958000000000197,-0.1276387000000001,-0.08960000000001855,0.08650154445742436,-0.1276387000000001,0.6735349266386785,100.6452193124427,82.68161067641977,0.6909583578866241,85.63912542197929,90.47985172298824,1.0000000600074515
"=""20190312150945666""","=""1552374585661129""",Testhuanghun_off,5.274896,0.5522353,Kooper,-475.8627,0.9809934,367.1245,-476.5553,1.109711,367.2146,0.9999806999999998,0,-0.0003888535,0.9975281,0.06981016,0.008020888,3.048706,-0.5546277,-0.3882751,-0.008402496,0.07600060000000003,0.9970723,0.1239552,-0.01106953,0.9922261,1,0.6925999999999704,-0.12871760000000002,-0.09010000000000673,0.0868798544081063,-0.12871760000000002,0.6698828791703498,100.78857140975059,82.6103242721083,0.6876477306421445,85.64128313885078,90.48282974275902,0.9999999322833377
"=""20190312150945688""","=""1552374585680649""",Testhuanghun_off,5.341526,0.5525208,Kooper,-475.8464,0.9807963,367.1239,-476.5356,1.109517,367.2145,0.9999871,0,-0.0004605158,0.997382,0.07190857,0.007659768000000002,3.049377,-0.554744,-0.3884277,-0.008112342,0.07697809,0.9969998,0.1239075,-0.01105224,0.9922322,2,0.6891999999999712,-0.12872070000000013,-0.0905999999999949,0.08728945793391428,-0.12872070000000013,0.6663912071773532,100.84226216278884,82.53741001476939,0.6842994294007388,85.58511290652572,90.4661913686184,1.0000000188164064
"=""20190312150945701""","=""1552374585690410""",Testhuanghun_off,6.4572400000000005,0.552453,Kooper,-475.8277,0.9807564,367.1239,-476.5231,1.109427,367.2145,0.9999897,0,-0.0005075025,0.9973101,0.07293679,0.0072784059999999986,3.050903,-0.5549536999999999,-0.390564,-0.007777388,0.07742357,0.996968,0.1244746,-0.01109299,0.9921608,2,0.6954000000000065,-0.12867059999999986,-0.0905999999999949,0.08730784377496742,-0.12867059999999986,0.6727961678204736,100.73901389649404,82.60612389925039,0.6905312927904925,85.55951249621889,90.44695764453078,1.0000000449898225
"=""20190312150945720""","=""1552374585710905""",Testhuanghun_off,5.327717,0.5524074000000001,Kooper,-475.807,0.9800352,367.1223,-476.5026,1.109372,367.2144,0.9999925,0,-0.0005801569000000001,0.9972365,0.07397674,0.006882178,3.05127,-0.5513585,-0.3917847,-0.007453416,0.07781672,0.9969398000000002,0.1248002,-0.01103679,0.9921205,2,0.6956000000000131,-0.12933680000000014,-0.09210000000001628,0.08868328441083413,-0.12933680000000014,0.6727941820731854,100.79057307446712,82.49093857895645,0.6908290267494986,85.53691820507895,90.42835216668472,0.9999999800728336
"=""20190312150945744""","=""1552374585741162""",Testhuanghun_off,5.481048,0.5527441999999999,Kooper,-475.7866,0.9802948,367.1223,-476.4784,1.109502,367.2143,0.9999926,0,-0.0006365054,0.9972008,0.07453465,0.005937623,3.05188,-0.5502882,-0.3923645,-0.006565628,0.07831017,0.9969074,0.1249123,-0.01101337,0.9921067,2,0.6918000000000006,-0.12920719999999994,-0.09199999999998454,0.0885252905153204,-0.12920719999999994,0.6689297271572013,100.84009759934443,82.46135677125756,0.6870212569253368,85.50855904786359,90.37734431039003,0.9999999771856114
"=""20190312150945756""","=""1552374585750921""",Testhuanghun_off,5.312133,0.5527791,Kooper,-475.7638,0.9791541,367.1208,-476.4632,1.109481,367.2142,0.9999938,0,-0.0006745828,0.9971579,0.07516229,0.00519876,3.052429,-0.5568709,-0.3974609000000001,-0.005864787,0.07864436,0.9968855,0.1264114,-0.0112681,0.9919139,2,0.6993999999999687,-0.13032690000000002,-0.093400000000031,0.08986254957575722,-0.13032690000000002,0.6763881495731883,100.81338547287608,82.43220267959244,0.6946663282201803,85.48935230843105,90.33707348153412,1.0000000155983073
"=""20190312150945776""","=""1552374585770441""",Testhuanghun_off,6.28518,0.5527279,Kooper,-475.7625,0.9820929,367.122,-476.4381,1.109368,367.2141,0.9999958,0,-0.0007451315,0.9970739,0.07633077,0.0041486990000000005,3.05249,-0.5550719,-0.3998413,-0.004884895,0.07913206,0.9968522,0.12710280000000002,-0.01128094,0.9918254,2,0.6756000000000313,-0.12727510000000009,-0.09210000000001628,0.08851255277625901,-0.12727510000000009,0.6529190325484991,100.93291831361552,82.27979775665877,0.6710712973619481,85.46132185027938,90.28076541998921,1.0000000268819218
