SystemTime,Timestamp,NowSsceneName,PupilRadiusH,GazePointX,Hitname,HitPointX,HitPointY,HitPointZ,CameraPosX,CameraPosY,CameraPosZ,CarDirX,CarDirY,CarDirZ,CameraDirX,CameraDirY,CameraDirZ,EyeDirX,EyeDirY,EyeDirZ,HeadLocalDirX,HeadLocalDirY,HeadLocalDirZ,EyeLocalDirX,EyeLocalDirY,EyeLocalDirZ,speed,VecX,VecY,VecZ,LocalVecX,LocalVecY,LocalVecZ,Theta,Phi,r,Theta_Head,Phi_Head,r_Head_value_is_1
"=""20190312151220649""","=""1552374740639262""",Testhuanghun_on,4.697252,0.5426045999999999,Kooper,-475.9344,0.9021451,367.1035,-476.5951,1.109486,367.2148,0.9999714,0,0.0003163461,0.9956407,0.08183177,-0.04475758,3.067078,-0.946835,-0.5072632,0.04506816,0.08935850000000001,0.9949794,0.1563784,-0.0235346,0.9874168,1,0.6607000000000198,-0.20734090000000005,-0.11130000000002838,0.1017635814668756,-0.20734090000000005,0.6029253745620846,108.73155990300066,80.41973609678674,0.6456508984091988,84.87329707305602,87.40652765095342,1.0000000434961966
"=""20190312151220673""","=""1552374740669520""",Testhuanghun_on,4.661246,0.5425349,Kooper,-475.9224,0.9021126,367.1035,-476.5818,1.109466,367.2149,0.9999759,0,0.0003842747,0.9956596,0.08199930000000001,-0.04402695,3.068146,-0.9459462,-0.5058594,0.04440576,0.08891349,0.995049,0.1559823,-0.0234676,0.987481,1,0.6594000000000051,-0.2073534,-0.11140000000000327,0.10186054678832876,-0.2073534,0.6015265623680445,108.77153485420307,80.38889334425733,0.6443641895061318,84.89889592375762,87.4447734265786,0.9999999963130788
"=""20190312151220695""","=""1552374740689038""",Testhuanghun_on,4.993289,0.5424312,Kooper,-475.9126,0.9030993,367.1054,-476.5692,1.109577,367.215,0.9999762,0,0.0004288464,0.9957266,0.0815822,-0.04327412,3.068787,-0.9463596,-0.5028687,0.04369978,0.08843995,0.9951224,0.15508989999999995,-0.0233542,0.9876243,1,0.6566000000000258,-0.20647770000000001,-0.10960000000000036,0.10023792337389767,-0.20647770000000001,0.5989311829588989,108.77878435015228,80.49895621908877,0.6414041189454176,84.92613480737845,87.48553008418239,0.9999999432549037
"=""20190312151220717""","=""1552374740709535""",Testhuanghun_on,4.760789,0.5423505,Kooper,-475.8991,0.9035083,367.1054,-476.5527,1.109418,367.2151,0.9999822,0,0.0004960708999999999,0.9957159,0.08214171,-0.04245916,3.068573,-0.943974,-0.4996338,0.0429517,0.08807469999999999,0.9951874,0.15422149999999998,-0.02319159,0.9877641,1,0.6536000000000399,-0.20590970000000006,-0.1097000000000321,0.10033849918004208,-0.20590970000000006,0.596012151614811,108.8132053144523,80.44387598862129,0.6385116317220147,84.94714426876779,87.52868172817733,0.9999999812158699
"=""20190312151220740""","=""1552374740729055""",Testhuanghun_on,4.569614,0.5422431,Kooper,-475.8823,0.9043825,367.1065,-476.532,1.109222,367.2152,0.9999881,0,0.0005896015,0.995681,0.08280218,-0.04199174,3.069183,-0.9388036,-0.4961853,0.04257664,0.08761536,0.9952441,0.1533132,-0.02296044,0.9879109,2,0.6496999999999957,-0.20483949999999984,-0.10869999999999892,0.09946509628778656,-0.20483949999999984,0.5923568074650336,108.83091444791972,80.46814752441979,0.634617296872655,84.9735648458856,87.55037459959902,1.0000000200832144
"=""20190312151220762""","=""1552374740759310""",Testhuanghun_on,5.004397,0.5421301,Kooper,-475.8628,0.9058144,367.1071,-476.5093,1.109105,367.2153,0.999992,0,0.0006940599,0.9956608,0.08300880000000001,-0.0420571,3.0697330000000003,-0.9332136,-0.4936829,0.0427451,0.08692183,0.9952976999999998,0.1527067,-0.02276833,0.9880093,2,0.6465000000000032,-0.2032906,-0.10820000000001072,0.09911542918370067,-0.2032906,0.5897049275002871,108.77619739614263,80.45911197579926,0.6315875536049995,85.01345341873285,87.54082649464024,1.0000000298649236
"=""20190312151220785""","=""1552374740779806""",Testhuanghun_on,5.377749,0.5420795999999999,Kooper,-475.8412,0.9072567,367.1077,-476.4852,1.109198,367.2154,0.9999926,0,0.0007741842999999999,0.9957073,0.08254194,-0.04188091,3.069611,-0.9274813,-0.4921875,0.04265003,0.08630475,0.9953554,0.152412,-0.02261627,0.9880583,2,0.6440000000000055,-0.2019413,-0.10769999999996573,0.09875255841447143,-0.2019413,0.587701008249745,108.71955492352579,80.46158276332187,0.6292255808029903,85.04894248850684,87.54643135183028,0.9999999536203605
"=""20190312151220808""","=""1552374740799327""",Testhuanghun_on,4.746807,0.5420014,Kooper,-475.8199,0.9085652,367.1085,-476.4592,1.109159,367.2155,0.9999943,0,0.0008590452000000001,0.9956817,0.08271945,-0.0421368,3.069,-0.9256424,-0.4908752000000001,0.04299005,0.08595084,0.9953715,0.1521453,-0.02256404,0.9881005,2,0.6392999999999915,-0.20059380000000004,-0.10700000000002774,0.09814943291330007,-0.20059380000000004,0.5833415416942961,108.73199511799521,80.44922214329195,0.6246267189657521,85.06929618108389,87.52693484283935,1.0000000571539773
"=""20190312151220828""","=""1552374740819823""",Testhuanghun_on,5.045093,0.5419598000000001,Kooper,-475.772,0.9026873,367.105,-476.4307,1.109047,367.2157,0.9999965,0,0.0009624079,0.9956658000000002,0.08304809,-0.0418659,3.068848,-0.9220877,-0.4906311,0.04282155,0.08553132,0.9954149,0.1522197,-0.02252328,0.98809,3,0.6587000000000103,-0.20635969999999992,-0.11070000000000846,0.1016329661711911,-0.20635969999999992,0.6012075631912027,108.697888005271,80.40497371869145,0.6437112082565818,85.0934217505102,87.53672335716787,1.0000000574936758
"=""20190312151220852""","=""1552374740849103""",Testhuanghun_on,4.642699,0.5420013000000001,Kooper,-475.7429,0.9032079,367.106,-476.3964,1.108938,367.2159,0.999998,0,0.001095383,0.9956028,0.08381879,-0.0418301,3.069092,-0.9184309000000002,-0.488678,0.04291688,0.08551232,0.9954123,0.1517896,-0.02241311,0.9881587,3,0.6535000000000082,-0.20573010000000005,-0.1098999999999819,0.10089170247888636,-0.20573010000000005,0.595941642573953,108.79729630883145,80.3910534988082,0.6384750982057478,85.09451375238024,87.53123990936146,0.9999999312260011
"=""20190312151220874""","=""1552374740869598""",Testhuanghun_on,4.758468,0.5419339,Kooper,-475.7111,0.9046717,367.1064,-476.3608,1.108877,367.216,0.9999987,0,0.001238153,0.9954978,0.0848971,-0.04215058,3.069763,-0.915087,-0.4888916,0.04337837,0.08595464,0.9953543,0.15199849999999998,-0.02240182,0.9881268,3,0.6496999999999957,-0.20420530000000026,-0.10960000000000036,0.10072879546622944,-0.20420530000000026,0.5926377220928623,108.7625423493155,80.35379800736595,0.6348744477702534,85.0690775281302,87.50458121520668,1.0000000328249379
"=""20190312151220896""","=""1552374740889118""",Testhuanghun_on,4.7593239999999986,0.5419055,Kooper,-475.677,0.9063917,367.1072,-476.3218,1.10883,367.2162,0.999999,0,0.001396609,0.9953974,0.08599566,-0.04229657,3.070465,-0.9093301,-0.4880371,0.04368072,0.08649716,0.995294,0.15193020000000002,-0.02229808,0.9881397,4,0.644800000000032,-0.20243830000000007,-0.10900000000003728,0.10028972101403053,-0.20243830000000007,0.5882732537621693,108.7384032346207,80.32514244361056,0.6301624509123753,85.03787683430703,87.48705816198166,0.999999955211891
"=""20190312151220918""","=""1552374740909615""",Testhuanghun_on,4.779486,0.5418636,Kooper,-475.6406,0.9081941,367.1071,-476.2822,1.10879,367.2164,0.9999987,0,0.001558005,0.9953367,0.08660647,-0.04247805,3.071228,-0.9046948,-0.4885559,0.04402173,0.08661781,0.9952685,0.1522612,-0.0222772,0.9880892,4,0.6415999999999826,-0.20059590000000005,-0.10930000000001884,0.10073077437455767,-0.20059590000000005,0.5857836405551151,108.64886392306367,80.24289986905548,0.6273180035236613,85.03093814162865,87.46740057628968,0.9999999724068191
"=""20190312151220938""","=""1552374740929134""",Testhuanghun_on,4.7807559999999985,0.5418960999999999,Kooper,-475.6023,0.9088488,367.1079,-476.2403,1.108748,367.2167,0.9999984,0,0.0017295910000000002,0.9952747,0.08694483,-0.04323319,3.071716,-0.9033339,-0.4895935,0.04494677,0.08648717,0.9952385,0.15272650000000002,-0.02235685,0.9880156,4,0.6379999999999768,-0.19989919999999994,-0.10880000000003064,0.10033202436195274,-0.19989919999999994,0.582265007467486,108.69206882238792,80.22318281504029,0.6237457368145445,85.03845138259537,87.41417606015816,0.9999999572951451
"=""20190312151220962""","=""1552374740959390""",Testhuanghun_on,4.712223000000002,0.5418319,Kooper,-475.5616,0.9091309,367.1075,-476.1926,1.108701,367.217,0.9999978,0,0.001924246,0.9952045,0.0871286,-0.04446201,3.071838,-0.9036446,-0.491333,0.04636862,0.08619787,0.9951984,0.1534183,-0.02251726,0.9879047,4,0.6310000000000286,-0.19957009999999986,-0.10949999999996862,0.10091456782558413,-0.19957009999999986,0.5749563105969852,108.8744686132808,80.04501907996496,0.6169171207777681,85.05508934094573,87.33238489913994,0.9999999885379006
"=""20190312151220985""","=""1552374740979887""",Testhuanghun_on,4.708455000000002,0.5417928000000001,Kooper,-475.518,0.9108106,367.1085,-476.1395,1.108649,367.2173,0.9999966999999998,0,0.002139066,0.9951724,0.0873684,-0.0447104,3.071289,-0.9008635,-0.4933472,0.04683001,0.08598503,0.9951952,0.1542824,-0.02263815,0.9877674,5,0.6214999999999691,-0.1978384,-0.10880000000003064,0.10027083756831036,-0.1978384,0.5656524980829517,109.00286694553112,79.9478404775778,0.6075829342309527,85.06732958110878,87.305871116296,0.9999999806618702
"=""20190312151221007""","=""1552374740999407""",Testhuanghun_on,5.180694,0.5417498000000001,Kooper,-475.4716,0.9135039,367.1093,-476.0883,1.108614,367.2176,0.9999958,0,0.002342004,0.9950414,0.08857292,-0.045249,3.071136,-0.8974528,-0.4945068,0.04757003,0.08682398,0.9950873,0.1548691,-0.02269747,0.9876742,5,0.6166999999999803,-0.19511009999999995,-0.10829999999998564,0.10003098210064344,-0.19511009999999995,0.5618854336242546,108.87384104806635,79.90554053454399,0.6031495577559067,85.01908105195403,87.26306571865025,1.0000000229392654
"=""20190312151221028""","=""1552374741018926""",Testhuanghun_on,5.198036,0.5417147,Kooper,-475.3777,0.90251,367.1022,-476.0315,1.108581,367.218,0.9999945,0,0.002560688,0.9949948,0.08891656,-0.04559924,3.071655,-0.8911594,-0.4970093,0.04813743,0.08681829,0.9950605,0.1558842,-0.02274472,0.9875134,5,0.6537999999999897,-0.206071,-0.11580000000003565,0.10715256786241777,-0.206071,0.5960847805567285,108.79106616242329,79.80931203475579,0.6397374425902186,85.01940825178546,87.23039650014044,1.0000000131528894
"=""20190312151221051""","=""1552374741039426""",Testhuanghun_on,5.290513,0.5416638,Kooper,-475.3243,0.904207,367.103,-475.9727,1.108542,367.2184,0.9999933,0,0.002780025,0.9949183,0.08972491,-0.0456842,3.071625,-0.8876622,-0.4979858,0.04844057,0.08732039,0.9950019,0.15642679999999998,-0.0227967,0.9874265,6,0.6483999999999809,-0.204335,-0.11539999999996553,0.10691065917307373,-0.204335,0.591169345225796,108.7846176172568,79.74907771366524,0.6345580162636963,84.99053060621075,87.21281876883417,1.0000000601676415
"=""20190312151221075""","=""1552374741069679""",Testhuanghun_on,4.814557,0.5415788,Kooper,-475.2682,0.9061657,367.1036,-475.9093,1.108716,367.2188,0.9999937,0,0.002989878,0.9949828000000002,0.08909141,-0.04552148,3.072052,-0.8825582000000001,-0.49823,0.04848865,0.08716979999999999,0.9950127,0.1567411,-0.02277022,0.9873772,6,0.6410999999999945,-0.20255030000000007,-0.11520000000001572,0.10679002515282464,-0.20255030000000007,0.5842568224786704,108.83093825040234,79.6418593688879,0.6275243167520311,84.99919149259773,87.21008693742431,0.9999999981860761
"=""20190312151221099""","=""1552374741089198""",Testhuanghun_on,5.6866980000000025,0.5415264,Kooper,-475.215,0.909467,367.1064,-475.8474,1.109335,367.2192,0.9999951,0,0.00314876,0.9952514,0.08629381,-0.04503769,3.071259,-0.8812970999999999,-0.4970398,0.04816977,0.0866772,0.9950712,0.1565795,-0.022767,0.9874029,6,0.6324000000000183,-0.19986800000000002,-0.1127999999999929,0.10465911813448854,-0.19986800000000002,0.5762567511301547,108.84250889896559,79.70620646527341,0.6188477936098422,85.02752252897133,87.2285684622984,0.9999999784055662
"=""20190312151221119""","=""1552374741109695""",Testhuanghun_on,5.400847,0.5417681,Kooper,-475.1652,0.911975,367.1087,-475.7963,1.109638,367.2196,0.999993,0,0.00322792,0.995363,0.08538592,-0.04429366,3.068878,-0.8878903,-0.4951477,0.04750989,0.08731421,0.9950473,0.15609820000000002,-0.02290321,0.987476,6,0.6310999999999467,-0.19766299999999992,-0.1109000000000151,0.10312350984101996,-0.19766299999999992,0.5759338569606299,108.66659054456464,79.84851170290581,0.6175798955960906,84.99088597592647,87.26641089618748,1.000000045076512
"=""20190312151221141""","=""1552374741139950""",Testhuanghun_on,4.781354,0.5416502,Kooper,-475.1146,0.9115255,367.1094,-475.7371,1.109524,367.2199,0.9999923,0,0.003314509,0.9954271,0.08509931,-0.04339361,3.068481,-0.8917847,-0.4945679,0.04669852,0.08724248,0.995092,0.1559669,-0.02300882,0.9874943000000002,5,0.6225000000000023,-0.19799850000000008,-0.11050000000000182,0.10250881683852868,-0.19799850000000008,0.5665629497947111,108.97756161781618,79.74436481633016,0.6088555162039425,84.9950115463236,87.31314641917939,1.0000000452753692
"=""20190312151221163""","=""1552374741159471""",Testhuanghun_on,4.890698,0.508472,Kooper,-475.0591,0.9123765,367.111,-475.675,1.109244,367.2203,0.9999929,0,0.003438224,0.9953294,0.08650006,-0.04286356,3.068695,-0.8925426,-0.4906311,0.04629111,0.08812788,0.995033,0.15487089999999998,-0.0229081,0.9876691,6,0.6159000000000106,-0.1968675000000002,-0.10930000000001884,0.10137555500826807,-0.1968675000000002,0.5600470456118499,109.08042476551016,79.73984095822775,0.6022345963227669,84.94408563504955,87.33639562326698,1.0000000305936627
"=""20190312151221184""","=""1552374741178991""",Testhuanghun_on,4.791701,0.5033303,Kooper,-474.9595,1.003582,367.1698,-475.61,1.109051,367.2206,0.999993,0,0.003591049,0.9952556,0.08765471,-0.04222799,3.044006,-0.4498930999999999,-0.2132568,0.04580509,0.08882275,0.9949937,0.07264432,-0.0058601090000000005,0.9973407,6,0.6505000000000223,-0.10546900000000003,-0.05079999999998108,0.05178264814296419,-0.10546900000000003,0.6337543296862426,99.41771608731385,85.32886669857973,0.6445538790557052,84.90411574210839,87.36421775901437,1.00000002511358
"=""20190312151221208""","=""1552374741199487""",Testhuanghun_on,4.762549,0.5005144,Kooper,-474.8875,1.028953,367.1804,-475.5411,1.108943,367.221,0.9999925,0,0.003767899,0.9951674,0.08876523,-0.04198346,3.036926,-0.33689709999999995,-0.1677856,0.04573284,0.08962446,0.9949251,0.05854505,-0.003651336,0.9982781,7,0.6535999999999831,-0.07998999999999999,-0.04059999999998354,0.04242935690076433,-0.07998999999999999,0.6438362157540738,97.06694546297427,86.22961102215652,0.6501720719498331,84.85799705194175,87.36818822731291,0.9999999955473835
"=""20190312151221230""","=""1552374741219006""",Testhuanghun_on,4.789431,0.4989288,Kooper,-474.7589,1.035731,367.1837,-475.4677,1.108849,367.2215,0.9999921,0,0.0039632370000000005,0.9951057,0.08950505,-0.04187662,3.033875,-0.28430209999999995,-0.1431274,0.04581615,0.09001483,0.994886,0.05084291,-0.00274609,0.9987029,7,0.7087999999999965,-0.07311800000000003,-0.03780000000000428,0.040182458315749035,-0.07311800000000003,0.7012039512277988,95.94331945939855,86.72025507528723,0.7061500216652083,84.83553960023605,87.3632972274847,0.9999999711083752
"=""20190312151221253""","=""1552374741249262""",Testhuanghun_on,4.9175900000000015,0.4980158,Kooper,-474.6888,1.043847,367.1881,-475.3927,1.108727,367.222,0.9999913,0,0.004168211,0.995073,0.08985607,-0.041901199999999986,3.032104,-0.2532507,-0.1293945,0.04604113,0.08988043,0.9948878,0.04662353,-0.002290194,0.9989099,7,0.703899999999976,-0.06488000000000005,-0.03389999999996006,0.036524128855798935,-0.06488000000000005,0.6978376744408974,95.30446687530925,87.00392975245305,0.7017982945674313,84.8432716747459,87.35037290398027,1.0000000059687508
"=""20190312151221275""","=""1552374741269759""",Testhuanghun_on,4.809556,0.4975048,Kooper,-474.6158,1.05101,367.1903,-475.314,1.108615,367.2225,0.9999903,0,0.004389653,0.9950406,0.09028776,-0.04174295,3.03009,-0.2255579,-0.1220093,0.04610024,0.08975078,0.9948968,0.04448399,-0.001978911,0.9990081,7,0.6982000000000426,-0.05760499999999991,-0.03220000000004575,0.03502662281199557,-0.05760499999999991,0.6933423087167311,94.7433793054775,87.10796099170423,0.6966123436942965,84.8507303855903,87.34699999730238,1.0000000386444523
"=""20190312151221299""","=""1552374741289279""",Testhuanghun_on,4.801357,0.4972191,Kooper,-474.5402,1.055891,367.1924,-475.2272,1.108534,367.2232,0.9999886999999998,0,0.004637003,0.9950117,0.09050953,-0.04195012,3.028778,-0.2065511,-0.1175842,0.04655087,0.08946773,0.9949013,0.043315,-0.001790439,0.9990599,8,0.686999999999955,-0.052643,-0.030799999999999283,0.03378729896002312,-0.052643,0.6828483203701241,94.40303300404268,87.16731805617836,0.685707441736134,84.86701340476392,87.32111660817078,1.0000000274753995
"=""20190312151221320""","=""1552374741309774""",Testhuanghun_on,4.810851,0.4970761,Kooper,-474.4565,1.059456,367.1932,-475.1458,1.108519,367.2238,0.9999873,0,0.004860514,0.9950392,0.0904486,-0.04142329,3.027771,-0.1933359,-0.115509,0.04624547,0.08914715,0.9949443,0.04288157,-0.001677138,0.9990788,8,0.6893000000000029,-0.04906300000000008,-0.030599999999992637,0.03377919458826276,-0.04906300000000008,0.6856761115915666,94.0878370552928,87.17965695614141,0.6882586301408521,84.88545488100729,87.33878109862432,1.0000000089755665
"=""20190312151221341""","=""1552374741339054""",Testhuanghun_on,4.78742,0.4971652,Kooper,-474.3777,1.0596370000000002,367.1949,-475.0638,1.108562,367.2244,0.9999862,0,0.005068498,0.9950289,0.09075318,-0.04100565,3.027832,-0.1929996,-0.1125183,0.04603433,0.08940789,0.9949306999999998,0.04210463,-0.0016627360000000002,0.9991118,8,0.6861000000000104,-0.048924999999999885,-0.02949999999998454,0.03281058848668628,-0.048924999999999885,0.6824777039739892,94.09565243181936,87.24758492287182,0.6850153332323671,84.87045571078768,87.35087774909037,1.0000000140676453
"=""20190312151221363""","=""1552374741359551""",Testhuanghun_on,4.745179,0.4972627000000001,mcp_road_part_02,-457.2987,-1.716727e-06,366.5668,-474.9804,1.10864,367.2251,0.9999855,0,0.005263685,0.9950708,0.09037489,-0.04082243,3.027618,-0.1889265,-0.1120605,0.046046,0.08916141,0.9949523,0.04215492,-0.001641564,0.9991097,8,17.681699999999974,-1.108641716727,-0.6582999999999971,0.7484236465392891,-1.108641716727,17.6088603580571,93.59930679770041,87.5662409821125,17.659591940934575,84.88463471117377,87.35026458045647,1.0000000352122385
"=""20190312151221386""","=""1552374741379071""",Testhuanghun_on,4.910169000000002,0.4973616,mcp_road_part_02,-456.7249,-1.93111e-06,366.5507,-474.8891,1.108735,367.2259,0.9999847,0,0.005468959,0.9951299,0.08984526,-0.04055369,3.0270080000000004,-0.1838269,-0.1118164,0.04598306,0.08889591,0.9949789,0.04229122,-0.001614245,0.999104,9,18.164199999999994,-1.10873693111,-0.6752000000000179,0.7716580925825487,-1.10873693111,18.092917373768216,93.50353250773195,87.55783036100895,18.143274591105627,84.89990704342244,87.35395197778963,0.9999999680334503
"=""20190312151221408""","=""1552374741399567""",Testhuanghun_on,4.734792,0.4974715,Kooper,-474.0633,1.059666,367.1953,-474.7986,1.108819,367.2266,0.9999837,0,0.005676418000000001,0.9951685,0.08952598,-0.04031011,3.026398,-0.17993,-0.1116333,0.04594767,0.08888498,0.9949815,0.04244857,-0.001597396,0.9990973,9,0.7352999999999952,-0.049152999999999995,-0.03130000000004428,0.03531583994828948,-0.049152999999999995,0.7318460735987267,93.83793501317665,87.23728769619284,0.7343445386207527,84.90053571723207,87.3559924673106,0.9999999566951386
"=""20190312151221431""","=""1552374741419086""",Testhuanghun_on,4.694083999999998,0.4975567,mcp_road_part_02,-455.6733,-2.387682e-06,366.52,-474.7025,1.108889,367.2275,0.9999825,0,0.005907309,0.9951922,0.08935111,-0.04011101,3.025787,-0.1754243,-0.1117859,0.04597933,0.08903033,0.9949671,0.04274027,-0.001579592,0.9990849,9,19.029200000000003,-1.108891387682,-0.7075000000000387,0.8171280852300239,-1.108891387682,18.96039249162745,93.34401232529542,87.53227483936588,19.01036090803932,84.89217492184133,87.35413497762008,1.0000000142647838
"=""20190312151221453""","=""1552374741449343""",Testhuanghun_on,4.633152,0.4977433,mcp_road_part_02,-455.4122,-2.500562e-06,366.5151,-474.6104,1.108938,367.2283,0.9999812,0,0.006137306,0.9952148,0.08913825,-0.04002332,3.025635,-0.1739261,-0.1117249,0.04612102,0.08909823,0.9949545,0.04295244,-0.001585501,0.9990759,9,19.198200000000046,-1.108940500562,-0.7131999999999721,0.8282521098956427,-1.108940500562,19.129722313806482,93.31459649543548,87.52083539996393,19.17972957042614,84.88826919945673,87.34595955256572,1.0000000500726103
